"Hillnumber","Hillname","_Section","ParentMa","ParentSMC","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude","GridrefXY","Country","Tumponly","MVNumber","classification"
2395,"Hopegill Head",34.2,2386,NULL,769.6,2525,"NY185221","NY 18567 22162","NY 1906 2198",672.4,97.2,"rock",NULL,"obvious summit","2020-01-05 00:00:00",NULL,"89 90","OL4S",318566,522163,54.588082,-3.261675,"NY1856622163","E",0,NULL,"{Sim,Hew,N,sHu,W,B,Sy,Fel}"
2396,"High Raise [High White Stones]",34.2,NULL,NULL,762,2500,"NY280095","NY 28089 09523","NY265088",479,283,"rock 15m SSE of trig point","rock 30cm higher than flush bracket; windshelter conceal higher rock","Abney level","2020-01-05 00:00:00","Dropped from Trail 100 list Jan 2020","89 90","OL4S OL6N",328088,509524,54.475962,-3.111268,"NY2808809524","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2398,"Sand Hill",34.2,2386,NULL,756,2480,"NY187218","NY 18707 21870","NY186220",739,17,"cairn","rock 15m NNW at NY 18703 21891 is 10cm higher but higher ground could be hidden under cairn","Abney level","2012-08-15 00:00:00",NULL,"89 90","OL4S",318706,521871,54.585481,-3.259429,"NY1870621871","E",0,NULL,"{N,B,Sy}"
2399,"Red Pike (Buttermere)",34.2,2381,NULL,755.3,2478,"NY160154","NY 16060 15458","NY 1622 1510",714,41.3,"rock 8m NE of cairn","cairn is at NY 16054 15453","Abney level","2018-11-11 00:00:00",NULL,"89","OL4S",316058,515459,54.527438,-3.298545,"NY1605815459","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2400,"Dale Head",34.2,NULL,NULL,753,2470,"NY222153","NY 22289 15325","NY224135",356,397,"no feature 18m W of large cairn","ground at cairn (Wainwright/Birkett) at NY 22310 15330 is 30cm lower","Abney level","2007-03-10 00:00:00",NULL,"89 90","OL4S",322288,515326,54.527238,-3.202284,"NY2228815326","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2401,"High Crag (Buttermere)",34.2,2381,NULL,744.8,2444,"NY180139","NY 18049 13996","NY 1734 1429",710,34.8,"southerly of two cairns","cairn to N is lower","Abney level","2020-03-31 00:00:00",NULL,"89 90","OL4S",318048,513997,54.514628,-3.267412,"NY1804813997","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2402,"Round How",34.2,2359,NULL,741,2431,"NY218081","NY 21860 08110","NY220081",718,23,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL6N",321859,508111,54.462345,-3.207,"NY2185908111","E",0,NULL,"{N,sSim,Sy}"
2403,"Little Stand",34.2,2359,NULL,740,2428,"NY250033","NY 25048 03371","NY 25179 03697",715,25,"cairn",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",325047,503372,54.420244,-3.156628,"NY2504703372","E",0,NULL,"{N,sSim,B,Sy,Fel}"
2404,"Hobcarton Crag [Hobcarton Head]",34.2,2386,NULL,737.6,2420,"NY193220","NY 19384 22050","NY 1958 2220",701.7,35.9,"rock 4m NW of cairn",NULL,"obvious summit","2020-03-31 00:00:00",NULL,"89 90","OL4S",319383,522051,54.587207,-3.249005,"NY1938322051","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2405,"Robinson",34.2,NULL,NULL,737,2418,"NY201168","NY 20193 16872","NY207161",576,161,"rock","rock 4m SW is just lower; rock under cairn 10m W at NY 20180 16873 is c 30cm lower","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",320192,516873,54.540812,-3.235082,"NY2019216873","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2406,"Harrison Stickle",34.2,2396,NULL,736,2415,"NY281074","NY 28173 07400","NY278087",683,53,"rock 6m SSE of cairn",NULL,NULL,"2001-10-28 00:00:00",NULL,"89 90","OL6N",328172,507401,54.456898,-3.109455,"NY2817207401","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2408,"Combe Head",34.2,2359,NULL,735.3,2412,"NY249109","NY 24955 10940","NY 2484 1074",704.1,31.2,"cairn","grassy knoll 20m E at NY 24973 10938 is as high","Abney level","2021-01-16 00:00:00",NULL,"89 90","OL4S OL6N",324954,510941,54.48824,-3.159982,"NY2495410941","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2409,"Little Gowder Crag",34.2,2368,NULL,733,2405,"NY140109","NY 14026 10985","NY141109",716,17,"rock 1m from S side of wall",NULL,"obvious summit","2012-08-15 00:00:00",NULL,"89","OL4S OL6N",314024,510986,54.486908,-3.32866,"NY1402410986","E",0,NULL,"{N,B,Sy}"
2410,"Codale Head",34.2,2396,NULL,732,2402,"NY288090","NY 28885 09073","NY288091",717,15,"rock with fence post",NULL,NULL,"2012-08-15 00:00:00",NULL,"89 90","OL4S OL6N",328884,509074,54.472031,-3.098878,"NY2888409074","E",0,NULL,"{N,B,Sy}"
2411,"Hindscarth",34.2,2400,NULL,727,2385,"NY215165","NY 21567 16516","NY215157",656,71,"rock by windshelter","several rocks nearby look higher but are not","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",321566,516517,54.537828,-3.213755,"NY2156616517","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2412,"Ullscarf",34.2,2396,NULL,726,2382,"NY291121","NY 29151 12173","NY285105",608,118,"cairn",NULL,"Abney level","2009-11-20 00:00:00",NULL,"89 90","OL4S",329150,512174,54.499923,-3.095518,"NY2915012174","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2413,"Thunacar Knott",34.2,2396,NULL,723,2372,"NY279079","NY 27975 07992","NY280076",696,27,"rock 3m NNE of cairn","Wainwright summit is mound 50m north of tarn NY 27925 08144","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",327974,507993,54.462189,-3.112653,"NY2797407993","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2414,"Red Beck Top [Glaramara South Top] [Lincomb Head - Glaramara]",34.2,2359,NULL,721,2365,"NY242097","NY 24266 09715","NY243098",684,37,"rock 7m W of cairn on rock","tor W of path at NY 24241 09730 is just lower","Abney level","2009-06-08 00:00:00",NULL,"89 90","OL4S OL6N",324265,509716,54.477131,-3.170302,"NY2426509716","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2415,"Whiteside East Top [Whiteside] [Gasgale Crags]",34.2,2386,NULL,719.4,2360,"NY175221","NY 17525 22100","NY 1806 2215",680.1,39.3,"no feature","summit 120m to W is about 2m lower","Abney level","2020-03-31 00:00:00",NULL,"89 90","OL4S",317524,522101,54.587356,-3.277778,"NY1752422101","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2416,"Brandreth",34.2,2367,NULL,715,2346,"NY214119","NY 21454 11916","NY215115",654,61,"rock","Wainwright cairn 35m ENE at NY 21489 11928 and cairn 75m SE at NY 21518 11873 are both c 0.4m lower","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",321453,511917,54.496479,-3.214274,"NY2145311917","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2417,"Pike of Stickle",34.2,2396,NULL,708.4,2324,"NY273073","NY 27399 07356","NY275077",655,53,"cairn",NULL,"obvious summit","2018-11-11 00:00:00",NULL,"89 90","OL6N",327398,507357,54.456393,-3.121381,"NY2739807357","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2418,"Whiteside [Whiteside West Top]",34.2,2386,NULL,707,2320,"NY170219","NY 17045 21948","NY171220",689,18,"a few stones",NULL,"obvious summit","2012-08-15 00:00:00",NULL,"89 90","OL4S",317044,521949,54.585912,-3.285161,"NY1704421949","E",0,NULL,"{N,W,B,Sy,Fel}"
2419,"Pike of Blisco",34.2,NULL,NULL,705,2313,"NY271042","NY 27119 04213","NY269035",528,177,"cairn","North cairn is higher than South cairn","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",327118,504214,54.428111,-3.124925,"NY2711804214","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2420,"Ladyside Pike",34.2,2386,NULL,703.5,2308,"NY184227","NY 18490 22740","NY 1854 2257",674.3,29.2,"cairn","cairn 35m NNW is 2m lower","Abney level","2021-08-31 00:00:00",NULL,"89 90","OL4S",318489,522741,54.593263,-3.263027,"NY1848922741","E",0,NULL,"{N,sSim,B,Sy}"
2421,"Middleboot Knotts",34.2,2359,NULL,703,2306,"NY213080","NY 21349 08065","NY213080",688,15,"outcrop 3m from cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL6N",321348,508066,54.461861,-3.214869,"NY2134808066","E",0,NULL,"{N,Sy}"
2422,"Cold Pike",34.2,2359,NULL,701,2300,"NY262036","NY 26288 03613","NY258038",655,46,"cairn perched on rock",NULL,"Abney level","2008-06-30 00:00:00",NULL,"89 90","OL6N",326287,503614,54.4226,-3.137582,"NY2628703614","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2423,"Pavey Ark",34.2,2396,NULL,700,2297,"NY284079","NY 28456 07907","NY283079",685,15,"tiny cairn on rock",NULL,NULL,"2001-10-28 00:00:00",NULL,"89 90","OL6N",328455,507908,54.461494,-3.105214,"NY2845507908","E",0,NULL,"{N,W,B,Sy,Fel}"
2424,"Grey Knotts",34.2,2367,NULL,697,2287,"NY217125","NY 21730 12566","NY216122",681,16,"cairn on outcrop on W top","outcrop 155m ENE at NY 21876 12581 is as high and OS bolt and cairn 45m NE of this at NY 21914 12615 is lower","Abney level","2012-08-15 00:00:00",NULL,"89 90","OL4S",321729,512567,54.502362,-3.210186,"NY2172912567","E",0,NULL,"{N,W,B,Sy,Fel}"
2425,"Caw Fell",34.2,2368,NULL,697,2287,"NY132109","NY 13210 10996","NY134110",675,22,"rock 13m E of cairn","cairn is Wainwright and Birkett summit","Abney level","2017-05-29 00:00:00",NULL,"89","OL4S 303",313208,510997,54.486868,-3.341256,"NY1320810997","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2426,"Great Knott",34.2,2359,NULL,696,2283,"NY259042","NY 25952 04276","NY258042",681,15,"rock 10m W of cairn","cairn at NY 25964 04274 is 20cm lower","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",325951,504277,54.428508,-3.142925,"NY2595104277","E",0,NULL,"{N,B,Sy}"
2427,"Seatallan",34.2,NULL,NULL,692,2270,"NY140084","NY 14003 08443","NY142092",499,193,"no feature: ground 12m SSW of small cairn","summit is 55m NE of trig point (NY 13963 08402) and 15m SSW of small cairn (NY 14008 08455)","Abney level","2008-06-30 00:00:00",NULL,"89","OL6N",314001,508444,54.464065,-3.328274,"NY1400108444","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2428,"High House Tarn Top [High House - Allen Crags]",34.2,2359,NULL,684,2244,"NY240092","NY 24023 09245","NY239091",667,17,"rock","rock 6m SE is as high","Abney level","2012-08-15 00:00:00",NULL,"89 90","OL4S OL6N",324022,509246,54.472871,-3.17393,"NY2402209246","E",0,NULL,"{N,B,Sy}"
2429,"Cold Pike West Top",34.2,2359,NULL,683,2241,"NY258035","NY 25855 03579","NY260036",663,20,"small cairn on outcrop",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",325854,503580,54.422231,-3.144246,"NY2585403580","E",0,NULL,"{N,sSim,Sy}"
2430,"Loft Crag",34.2,2396,NULL,681.7,2237,"NY277071","NY 27745 07132","NY 2765 0722",658.1,23.6,"small cairn on outcrop",NULL,"obvious summit","2018-11-11 00:00:00",NULL,"89 90","OL6N",327744,507133,54.454429,-3.115991,"NY2774407133","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2431,"Combe Door Top",34.2,2359,NULL,676,2218,"NY253108","NY 25332 10886","NY252108",658,18,"small cairn on outcrop",NULL,"obvious summit","2012-08-15 00:00:00",NULL,"89 90","OL4S OL6N",325331,510887,54.487811,-3.15415,"NY2533110887","E",0,NULL,"{N,Sy}"
2432,"Scar Crags",34.2,2372,NULL,672,2205,"NY208206","NY 20849 20662","NY204204",617,55,"cairn","0.75m higher than ground around Wainwright cairn 120m SW at NY 20749 20598","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",320848,520663,54.574968,-3.225966,"NY2084820663","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2433,"Cold Pike Far West Top",34.2,2359,NULL,670,2198,"NY256037","NY 25637 03725","NY257037",655,15,"rock by cairn on rock outcrop",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL6N",325636,503726,54.423511,-3.147642,"NY2563603726","E",0,NULL,"{N,Sy}"
2434,"Whiteless Pike",34.2,2372,NULL,660,2165,"NY180189","NY 18016 18976","NY 1812 1913",623.8,36.2,"no feature 5m W of small pile of stones",NULL,"Abney level","2018-11-11 00:00:00",NULL,"89 90","OL4S",318015,518977,54.559367,-3.26931,"NY1801518977","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2435,"Low Saddle",34.2,2396,NULL,656,2152,"NY288133","NY 28808 13299","NY288131",635,21,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL4S",328807,513300,54.509993,-3.101086,"NY2880713300","E",0,NULL,"{N,sSim,B,Sy}"
2436,"High Spy",34.2,2400,NULL,653.1,2143,"NY234162","NY 23414 16232","NY 2330 1537",505.3,147.8,"large cairn","ground 7m NE and also 30m S at NY 23420 16200 is as high","Abney level/Leica RX1250","2015-08-12 00:00:00",NULL,"89 90","OL4S",323413,516233,54.535559,-3.185141,"NY2341316233","E",0,NULL,"{Hu,Sim,Hew,N,sMa,W,B,Sy,Fel}"
2437,"Rossett Pike",34.2,2359,NULL,651,2136,"NY249075","NY 24911 07568","NY246075",611,40,"rock 10m W of cairn",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",324910,507569,54.457935,-3.159804,"NY2491007569","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2438,"Fleetwith Pike",34.2,2367,NULL,648.9,2129,"NY205141","NY 20592 14166","NY 2150 1346",530.5,118.4,"rock 5m from cairn","higher ground may be hidden beneath the cairn","Leica Disto D510/Leica RX1250","2015-08-12 00:00:00",NULL,"89 90","OL4S",320591,514167,54.516562,-3.22818,"NY2059114167","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2439,"Base Brown",34.2,2367,NULL,646,2119,"NY225114","NY 22516 11464","NY221111",608,38,"cairn",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",322515,511465,54.492581,-3.197762,"NY2251511465","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2440,"Iron Crag [Ennerdale Fell]",34.2,2368,NULL,640,2100,"NY123119","NY 12326 11924","NY125113",586,54,"cairn E of wall","rock on W side of wall 45m NW at NY 12288 11950 is 0.5m lower","Abney level","2013-12-03 00:00:00",NULL,"89","OL4S 303",312324,511925,54.495054,-3.355173,"NY1232411925","E",0,NULL,"{Sim,Hew,N,B,Sy,Fel}"
2441,"Dodd (Buttermere)",34.2,2381,NULL,641.1,2103,"NY163157","NY 16390 15749","NY 1631 1564",620.5,20.6,"rock 2m from cairn",NULL,"Abney level","2018-11-11 00:00:00",NULL,"89","OL4S",316389,515750,54.530107,-3.29353,"NY1638915750","E",0,NULL,"{N,sSim,B,Sy}"
2442,"Causey Pike",34.2,2372,NULL,637,2090,"NY218208","NY 21876 20851","NY214208",597,40,"small cairn on rock","this summit is highest point and 3-5m higher than next 3 summits W on ridge","Abney level","2001-10-28 00:00:00",NULL,"89 90","OL4S",321875,520851,54.576817,-3.210133,"NY2187520851","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2443,"High Spy North Top",34.2,2400,NULL,634,2080,"NY236171","NY 23685 17116","NY234167",618,16,"cairn",NULL,"obvious summit","2012-08-15 00:00:00",NULL,"89 90","OL4S",323684,517117,54.543543,-3.181183,"NY2368417117","E",0,NULL,"{N,Sy}"
2445,"Starling Dodd",34.2,2381,NULL,633,2077,"NY142157","NY 14210 15747","NY146156",560,73,"two adjacent cairns",NULL,NULL,"2008-06-30 00:00:00",NULL,"89","OL4S",314208,515748,54.529725,-3.327207,"NY1420815748","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2446,"Seathwaite Fell [Great Slack - Seathwaite Fell]",34.2,2359,NULL,631,2070,"NY227097","NY 22735 09710","NY 2290 0908",600,31,"cairn on rock","rocky area to SE is slightly lower","Abney level","2021-10-30 00:00:00","probably higher than hill 2448. Col 600.0m","89 90","OL4S OL6N",322734,509711,54.476855,-3.193922,"NY2273409711","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2447,"Dovenest Top [Dovenest Crag] [Stonethwaite Fell]",34.2,2359,NULL,632,2073,"NY255113","NY 25579 11374","NY255111",594,38,"small cairn on rocky outcrop","this is the W summit; E summit 90m E at NY 25669 11397 as high","Abney level","2012-08-15 00:00:00",NULL,"89 90","OL4S",325578,511375,54.492232,-3.150461,"NY2557811375","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2448,"Seathwaite Fell South Top",34.2,2359,NULL,631,2070,"NY227094","NY 22777 09415","NY 2282 0941",612.3,19,"outcrop","several rocks to S are slightly lower","Abney level","2021-10-30 00:00:00","probably lower than hill 2446","89 90","OL4S OL6N",322776,509416,54.474211,-3.193197,"NY2277609416","E",0,NULL,"{N,Sy}"
2449,"Looking Stead (Pillar)",34.2,2368,NULL,627.7,2059,"NY186117","NY 18636 11796","NY 1853 1171",608.8,18.9,"cairn",NULL,"obvious summit","2021-01-16 00:00:00",NULL,"89 90","OL4S",318635,511797,54.494956,-3.25774,"NY1863511797","E",0,NULL,"{N,B,Sy}"
2450,"Yewbarrow",34.2,2368,NULL,628.6,2062,"NY173084","NY 17337 08473","NY 1747 0951",484.8,143.9,"cairn",NULL,"obvious summit","2021-08-31 00:00:00",NULL,"89 90","OL6N",317336,508474,54.464889,-3.27686,"NY1733608474","E",0,NULL,"{Hu,Sim,Hew,N,sMa,W,B,Sy,Fel}"
2451,"Great Borne",34.2,2381,NULL,616,2021,"NY123163","NY 12394 16358","NY131163",503,113,"rock","rock is 22m S of trig point (Wainwright's summit at NY 12391 16381) and 40cm higher than rock by trig point; rock is 12m S of windshelter (Birkett's summit at NY 12395 16373) and 10cm higher than its floor; Wainwright's 'north top' is lower","Abney level","2009-11-20 00:00:00",NULL,"89","OL4S 303",312392,516359,54.534903,-3.355442,"NY1239216359","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2452,"Yewbarrow North Top [Stirrup Crag]",34.2,2368,NULL,616.4,2022,"NY175091","NY 17578 09192","NY 1752 0881",583.6,32.8,"rock","higher than knolls 20m away at NY 17603 09175 (90cm) & 30m away at NY 17582 09162 (1.2m)","Abney level","2020-03-31 00:00:00",NULL,"89 90","OL4S OL6N",317577,509193,54.471389,-3.273344,"NY1757709193","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2453,"Rosthwaite Fell [Rosthwaite Cam]",34.2,2359,NULL,612,2008,"NY255118","NY 25586 11828","NY257116",588,24,"rock tor",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL4S",325585,511829,54.496312,-3.150468,"NY2558511829","E",0,NULL,"{N,sSim,B,Sy}"
2515,"Helvellyn",34.3,NULL,NULL,949.8,3116,"NY342151","NY 34246 15110","NY 3270 1172",236.4,713.4,"cairn near stone shelter","trig point is slightly lower",NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",334245,515111,54.527001,-3.017514,"NY3424515111","E",0,NULL,"{Ma,F,Sim,Hew,N,W,B,Sy,Fel,CoH}"
2516,"Helvellyn Lower Man",34.3,2515,NULL,924.5,3033,"NY337155","NY 33745 15543","NY 3379 1535",906.1,18.4,"cairn","note cairn 30m SE at NY 33755 15525 is lower",NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",333744,515544,54.530827,-3.025352,"NY3374415544","E",0,NULL,"{N,B,Sy}"
2517,"Nethermost Pike",34.3,2515,NULL,891.3,2924,"NY343142","NY 34367 14217","NY 3430 1445",862.2,29.1,"cairn","Wainwright is small cairn at NY 34406 14157, cairn 20m NW is probably lower",NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",334366,514218,54.518993,-3.015446,"NY3436614218","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2518,"Catstye Cam",34.3,2515,NULL,889.6,2919,"NY348158","NY 34811 15822","NY 3456 1557",827.2,62.4,"cairn",NULL,NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",334810,515823,54.533472,-3.008944,"NY3481015823","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2520,"Raise",34.3,2515,NULL,882.7,2896,"NY342174","NY 34282 17415","NY 3385 1619",791.1,91.6,"cairn on rock",NULL,NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",334281,517416,54.547718,-3.017473,"NY3428117416","E",0,NULL,"{Sim,Hew,N,sHu,W,B,Sy,Fel}"
2521,"Fairfield",34.3,NULL,NULL,873.3,2865,"NY358117","NY 35873 11754","NY 3441 1207",573,300.3,"embedded outcrop within cairn/shelter","rock 20m SW at NY 35861 11736 is 0.3m lower","Leica RX1250","2019-05-19 00:00:00",NULL,"90","OL5S",335872,511755,54.497054,-2.991648,"NY3587211755","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2522,"Striding Edge [High Spying How]",34.3,2515,NULL,862.9,2831,"NY350149","NY 35062 14922","NY 3460 1496",831.6,31.2,"rock",NULL,NULL,"2018-09-17 00:00:00",NULL,"90","OL5S",335061,514923,54.525417,-3.004867,"NY3506114923","E",0,NULL,"{Sim,Hew,N,Sy}"
2523,"White Side",34.3,2515,NULL,863.2,2832,"NY337166","NY 33780 16664","NY 3395 1688",820.1,43.1,"windshelter",NULL,NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",333779,516665,54.540904,-3.025063,"NY3377916665","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2524,"Dollywaggon Pike",34.3,2515,NULL,858.5,2817,"NY346130","NY 34627 13067","NY 3436 1332",808.2,50.3,"cairn","rock 7m W may be as high; cairn 30m SW at NY 34601 13046 is lower",NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",334626,513068,54.508693,-3.011175,"NY3462613068","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2525,"Great Dodd",34.3,2515,NULL,857,2812,"NY342205","NY 34204 20529","NY342181",748,109,"no feature: ground 30m SSE of cairn","ground is 20cm higher than cairn at NY 34195 20557 and equal in height with ground 30m SE at NY 34228 20506; Wainwright shelter is at NY 34272 20452","Abney level","2009-11-20 00:00:00","B&L give position of main cairn NY342204","90","OL5S",334203,520530,54.575689,-3.019377,"NY3420320530","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2526,"Stybarrow Dodd",34.3,2515,NULL,843.7,2768,"NY343189","NY 34308 18907","NY 3406 1933",774.8,68.9,"no feature: ground 15m SE of cairn","ground is 20cm higher than cairn (NY 34296 18923)","Abney level","2018-11-11 00:00:00",NULL,"90","OL5S",334307,518908,54.561128,-3.017405,"NY3430718908","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2527,"St Sunday Crag",34.3,NULL,NULL,841.2,2760,"NY369133","NY 36920 13396","NY 3603 1252",680.7,160.5,"rock 2m N of cairn",NULL,"Leica RX1250","2019-05-19 00:00:00",NULL,"90","OL5S",336919,513397,54.51194,-2.975836,"NY3691913397","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2528,"High Street",34.3,NULL,NULL,828,2717,"NY440110","NY 44077 11049","NY401082",455,373,"trig point",NULL,NULL,"2001-10-28 00:00:00",NULL,"90","OL5S",344076,511050,54.491691,-2.86486,"NY4407611050","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2529,"Hart Crag",34.3,2521,NULL,823.1,2700,"NY368112","NY 36818 11262","NY 3664 1141",771.9,51.2,"outcrop","rock near Wainwright cairn 100m SE at NY 36891 11207 is as high","Leica RX1250","2019-05-19 00:00:00",NULL,"90","OL5S",336817,511263,54.492752,-2.976954,"NY3681711263","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2530,"High Raise (High Street)",34.3,2528,NULL,802,2631,"NY448134","NY 44824 13452","NY439121",714,88,"cairn",NULL,"obvious summit","2009-06-08 00:00:00",NULL,"90","OL5S",344823,513453,54.513367,-2.853779,"NY4482313453","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2531,"Green Side [White Stones - Green Side]",34.3,2515,NULL,794.1,2605,"NY352187","NY 35273 18750","NY 3485 1872",765.2,28.9,"2nd most westerly of 4 cairns","note cairns also at NY 35361 18753 (East) and NY 35229 18734 (West)","Abney level","2018-09-17 00:00:00",NULL,"90","OL5S",335272,518751,54.559842,-3.00245,"NY3527218751","E",0,NULL,"{N,B,Sy,sSim}"
2532,"Rampsgill Head",34.3,2528,NULL,792,2598,"NY443128","NY 44333 12871","NY445130",751,41,"rock","Wainwright's cairn is 145m SW at NY 44227 12772 and is lower; rock 80m SW at NY 44293 12799 is as high","Abney level","2012-09-02 00:00:00",NULL,"90","OL5S",344332,512872,54.508092,-2.861252,"NY4433212872","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2533,"Dove Crag",34.3,2521,NULL,792,2598,"NY374104","NY 37456 10435","NY370108",742,50,"cairn","rock 15m N at NY 37458 10451 is slightly higher than edge of cairn but higher ground may exist under cairn","Abney level","2001-10-28 00:00:00",NULL,"90","OL5S OL7N",337455,510436,54.4854,-2.96693,"NY3745510436","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2535,"Thornthwaite Crag",34.3,2528,NULL,784,2572,"NY431100","NY 43150 10050","NY435100",753,31,"rock 45m N of beacon","beacon (Wainwright/Birkett) 45m S at NY 43138 10008 is probably slightly lower",NULL,"2001-10-28 00:00:00",NULL,"90","OL5S OL7N",343149,510051,54.482611,-2.878976,"NY4314910051","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2536,"Kidsty Pike",34.3,2528,NULL,780,2559,"NY447125","NY 44737 12579","NY446126",765,15,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"90","OL5S",344736,512580,54.505513,-2.854959,"NY4473612580","E",0,NULL,"{N,W,B,Sy,Fel}"
2537,"Harter Fell (Mardale)",34.3,2528,NULL,779,2556,"NY459093","NY 45970 09326","NY 45235 09592",629.8,149.2,"cairn","cairn is built on largely hidden small outcrop of rock","Leica NA730/Leica 530","2016-11-15 00:00:00","height measured as 779.0m","90","OL5S OL7N",345969,509327,54.476414,-2.835323,"NY4596909327","E",0,NULL,"{Hu,Sim,Hew,N,sMa,W,B,Sy,Fel}"
2538,"Red Screes",34.3,NULL,NULL,776,2546,"NY396087","NY 39660 08757","NY388095",516,260,"rock by shelter 18m SE of trig point","trig point is at NY 39650 08771; rock 13m NW is 5cm lower","Abney level","2001-10-28 00:00:00",NULL,"90","OL7N",339659,508758,54.470589,-2.932572,"NY3965908758","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2539,"Great Rigg",34.3,2521,NULL,766.4,2514,"NY355104","NY 35592 10406","NY356107",735,31,"rock 15m NE of cairn","cairn (NY 35584 10395) is Wainwright",NULL,"2020-04-06 00:00:00",NULL,"90","OL5S OL7N",335591,510407,54.484906,-2.995692,"NY3559110407","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
